,headline,real_CTR,predictions,test_id
0,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0.0100490196078431,0.01392360316925254,1
1,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",0.0132710739739493,0.011902462010413044,1
2,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",0.0096153846153846,0.011207109442585583,1
3,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",0.0077444336882865,0.011949012809932874,1
4,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0.0288808664259927,0.027654088797935544,1
5," If Your Response To This Poster Is 'Yeah, But …' You're That Guy",0.0211055276381909,0.01590292134414844,20
6,Finally! An Anti-Rape Campaign That Isn't Victim Blame-y.,0.030560271646859,0.018919995038027427,20
7,Raise Your Hand If You'd Like To See This Anti-Rape Culture Campaign Go Global,0.0256923590256923,0.012930943737304289,20
8,"If You Want To Stop Rape, These Are The People You SHOULD Be Targeting",0.0238976775496465,0.010075343129259715,20
9,These Models Are Making People Get Their Checkbooks Out,0.0177794590505012,0.014442571848274396,21
10,These Models Look Like They've Been Starving!,0.0219927328361063,0.034019910632272304,21
11,"Would You Rather Buy The Purse, Or Some Food For This Model?",0.0191607587660471,0.010008426354949957,21
12,I Guess These Models Don't Sell Products Quite As Well,0.0239102446201949,0.018189729370560095,21
13,"'Tis The Season For Cool People Giving Inspirational Speeches, And This Is The Best Of Them",0.0194954128440367,0.008166760348946681,28
14,Do You Ever Think You Are A Toal Fraud? You Are Not Alone. And Probably Not A Fraud Either.,0.0196078431372549,0.007910730951587615,28
15,7 Ways To Make Sure You Don't Hate Your Life And Actually Enjoy It And Stuff,0.0257380772142316,0.009289798387362581,28
16,90% Of Americans Agree On Gun Control Reform. So Why Hasn't Anything Happened Yet?,0.008955223880597,0.006298909518213498,34
17,Shooting Victim Gabby Giffords Can Finally Speak Again — And It's About Gun Violence,0.0128108515448379,0.013181154284723377,34
18,Optimism About Gun Violence From The Woman Who Knows Far Too Much About Gun Violence,0.0083598726114649,0.012356332305731388,34
19,2 Years Ago Gabby Giffords Was Shot In The Head. Now She's Got Something Important To Say.,0.0141663639665819,0.014929355013565744,34
20,Why It's Great To Grow Up In Scandinavia,0.0109309528147203,0.015602523215997038,35
21,Why It's Great To Grow Up In Countries With Really Cool Accents,0.0088219077375482,0.007776897402968104,35
22,This Bullied Kid Went Through Hell So Your Kids Won't Have To,0.0287846481876332,0.014553129997133993,42
23,What Bullies Did To This Kid Was Horrible. What He Did To Respond Was Beautiful.,0.0574585635359116,0.04256198234416113,42
24,This Bullied Kid's Story Ripped My Heart Out. What Happened Afterwords Put It Right Back In.,0.0427382753403933,0.0172296191304636,42
25,A Bunch Of Bullies Thought It Would Be Funny To Pummel This Kid. They Aren't Laughing Now.,0.080860534124629,0.019766637704294338,42
26,"Here's A Magazine Saying ""Sorry We're Not Sorry"" For Being Racist",0.0109743040685224,0.011371491953389982,43
27,In Which Big Banks Get A Pass And Poor People Get Thrown Under The Bus,0.0060574137476955,0.006269815268513605,43
28,Popular Business Magazine Warns That The Minorities Care About Fancy Houses Now,0.004821859094562,0.0039539129924020585,43
29,Sean Hannity Thinks Its Waaaaay Too Hard To Teach Men Not To Attack Women?,0.0130497825036249,0.011928646835142949,48
30,Sean Hannity Thinks Telling Men Not To Attack Women Is Dumb?!?,0.0136752136752136,0.014225024142119956,48
31,A Feminist Shares Actual Facts On Fox News And Confuses Conservative Pundits,0.0229615745079662,0.023848560937189435,48
32,Feminist Confuses Fox News Host By Suggesting That We Teach Men To Not Attack Women,0.0244444444444444,0.01759329725171227,48
33,Sean Hannity Supports A Woman's Right To Choose Some Things...,0.00661084178052,0.014694055269117854,48
34,Should The People Who Serve Your Food Be Paid Enough To Eat?,0.0072231139646869,0.0065723954653925006,51
35,"Money Can’t Buy Happiness, But Maybe It’ll Get These Workers To Stop Singing",0.0071542130365659,0.011154739793125774,51
36,"These Workers Just Want Money, And You Won’t Believe What They Did To Get Some",0.011308562197092,0.01225159300681177,51
37,"An 'Arab' Filmmaker Drives His Car Into Cardboard Twin Towers. Trust Me, You'll Be On His Side.",0.0189530685920577,0.01664773413646572,55
38,Racists Spray-Paint A Comedian's Car. They Shouldn't Have Done That.,0.0328237410071942,0.022644058999613834,55
39,Racists Spray Paint 'Go Home Arab' On A Car — Filmmaker Responds Perfectly,0.0314606741573033,0.025582578219303105,55
40,Idiot Racists Accidentally Make A Filmmaker Famous When They Spray Paint 'Go Home Arab' On His Car,0.0314042171377299,0.010863797296126836,55
41,"Why Have Over 500,000 People Told This Guy Their Deepest, Darkest Secrets?",0.0071969696969696,0.013664846185984111,62
42,This Guy Has Gotten More Confessions Out Of People Than The Frickin Pope,0.0093530787217459,0.013428455407172473,62
43,The Sermon On The Mount As Directed By Quentin Tarantino,0.01561144839549,0.01151987262685944,64
44,An Open Letter From Jesus To Everyone Who Is Scared Of Gay People,0.0391304347826087,0.023481973390970773,64
45,Here Is Some Art That You Won't Want Life To Imitate,0.009130875887724,0.01131766759144518,84
46,"WTF New York? No One Should Ever, EVER Make Art Like This.",0.0218832891246684,0.01852431324210887,84
47,"40,000 Reasons Why Every New York Fauxhemian Doesn't Truly 'Get' Art",0.0110552763819095,0.011869003623258167,85
48,Think Every Wannabe Artist In New York Is A Trust-Fund Baby? Here's Why You're Wrong.,0.0100034494653328,0.006880794512211375,85
49,Would You Let These Guys Design A School?,0.0094339622641509,0.005490089376556451,95
50,You Won't Believe Who's Teaching These Kids And How Much They've Learned,0.0154798761609907,0.00863517776911497,95
51,This School Totally Understands The Difference Between Learning And Education,0.0226198514517218,0.010971446020016443,95
52,Why You Should Treat Everyone Like Your Mother,0.0069981583793738,0.006735323263711905,100
53,I Wish This Is How We All Reacted When We’re Having A Bad Day,0.0148252735615954,0.008236586548226427,100
54,I Can’t Believe This Is From A Television Show ,0.02045944005743,0.021829420008016808,100
55,The Best Comedy On Television Wants You To Be A Better Person,0.0081908831908831,0.009187968513412952,100
56,What Are The Odds Of Another Asteroid Hitting The Earth?,0.0041279669762641,0.0022373522601083252,102
57,How Many Earth-Destroying Asteroids Are Headed Towards Us At This Exact Moment? ,0.0058351568198395,0.006758598663471821,102
58,Why Both Parties Should Agree To Buy A Few More Telescopes,0.0065972222222222,0.0030403535518253935,102
59,How Many Asteroids Are Headed For Earth At This Exact Moment?,0.0043652237177155,0.0043263193885607,102
60,Ever Done A Standing Ovation At Your Keyboard? You Might Want To Try After Watching This.,0.0259984928409947,0.016879033421579877,103
61,How Can This Kid Possibly Be Just 15?,0.0262379896526238,0.013120783716596097,103
62,15-Year-Old Bypasses The Awkward Teen Phase And Skips Straight To Genius,0.0269859369061193,0.023819466687489542,103
63,Just…Wow…Wow…Wow! Did I Say Wow Already?,0.0229799851742031,0.010116075078839565,103
64,You Won't Believe What The New Pope Believes. Just Kidding. You Will.,0.0425145348837209,0.024127865734308418,112
65,The New Pope Sure Has An 'Interesting' Opinion On Gay People,0.0433098591549295,0.01777950044979159,112
66,"Say What You Will About The New Pope, He Sure Doesn't Seem To Be A Fan Of Equality",0.028169014084507,0.013627387339495497,112
67,There's A New Pope? YAY! He Said Something Awful? BOO!,0.047532656023222,0.018076261796730508,112
68,How Do You Get An 8-Year-Old To Fight The Police? Like This.,0.0205838323353293,0.014893714557683376,131
69,What Would Cause A Group Of 8-Year-Olds To Riot?,0.0219412420974339,0.014727513656272732,131
70,Why Do Our Children Have To Fight Our Battles? Because We're Not Doing It.,0.0058522311631309,0.008783558442584428,131
71,Kids Are Rioting In The Streets Over Global Warming,0.0075357950263752,0.007660520404168528,131
72,How Being Gay Can Get You Cut From The NFL,0.0183978535837485,0.0070320846106508225,132
73,What It's Like To Be A Gay NFL Player,0.0168745414526779,0.014562767467347084,132
74,"That Guy Who Just Intercepted That Pass? Yeah, He's Gay.",0.0144024912417282,0.008998855890363644,132
75,The Odds Say That Some Guys In The NFL Are Gay. Here's One Of Them.,0.024233244982961,0.010520485149668088,132
76,This Basketball Hall-Of-Famer Is Now A Thoughtful Pop-Culture Analyst,0.0044069041498347,0.00840533319648581,134
77,A Retired Athlete Said The Smartest Thing About Television And Race The Other Day,0.0227272727272727,0.01116928691797572,134
78,What’s Worse: An All-White TV Cast Or An All-White TV Cast With A Token Black Character?,0.0119608553823849,0.008873750616654099,134
79,A Retired Basketball Star Wrote The Most Thoughtful Pop-Culture Critique I’ve Read In Years,0.0268714011516314,0.017439097728302835,134
80,Ronald Reagan Is The Poster Child For The NRA. Maybe This Will Get Them To Take Their Posters Down.,0.0263700041203131,0.008143484949186765,136
81,"If Conservatives Knew The Truth About Ronald Reagan, They Probably Wouldn't Invoke His Name So Much",0.0369545859305431,0.01635824635195178,136
82,This One Chart Explains Why Conservatives Are Freaked Out About Marriage,0.0144746693286748,0.021503564411377997,138
83,CHART: Why Nearly Half Of Today's Kids Won't Be Able To Look At Their Parents' Wedding Photos,0.0170768458061275,0.010433202400568407,138
84,CHART: What Conservatives Wish Liberals Understood About The American Family,0.0144183773216031,0.01701577639516938,138
85,We've Taken Giant Steps For Mankind - So Why Did We Stop Leaping?,0.0069090909090909,0.004809283933578936,151
86,"Jetsons, Meet The Little House On The Prairie",0.0103282921431206,0.008539166745105322,151
87,"The Final Frontier Gets A Dubstep Remix, And I Like It",0.0174563591022443,0.006962258411371078,151
88,This Video Would Have Made Even Neil Armstrong Cry,0.0216832047041528,0.023185212044031858,151
89,The One Man Still Trying To Stop Corporations From Buying Elections,0.0092707045735475,0.005548277875956239,158
90,Bernie Sanders Is Terrified. You Should Be Too.,0.0141321044546851,0.009641838808731297,158
91,Can You Imagine Having The Cash To Buy An Election? That's A Reality For Some People.,0.0035938903863432,0.002894882303325925,158
92,There Has Never Been A Better Time To Be Rich,0.0089038992938286,0.013218249453090742,158
93,9 Out Of 10 People Who Go Here Die. It Doesn't Have To Be That Way.,0.0215852795470629,0.009135598863953143,168
94,9 Of 10 People Who Go Here Die. Some Of Them Shouldn't Have Gone In The First Place.,0.0266617969320672,0.017485648527822664,168
95,10 Amazing Honeymoon Spots That May Not Last As Long As The Marriage,0.0049675200611387,0.016788841247510206,169
96,10 Amazing Honeymoon Spots That May Not Last As Long As Your Marriage,0.0088041085840058,0.019394231308135695,169
97,10 Amazing Honeymoon Spots That May Not Last As Long As The Average Marriage,0.0035893754486719,0.018739610689888088,169
98,Quick! Visit These Great Wonders Before You Wonder Where They Went,0.0068542568542568,0.014259323534930222,169
99,"The Most Offensive, Non-Offensive Joke In The World",0.059612518628912,0.020857672068040355,170
100,"NSFW: The Most Offensive, Non-Offensive Joke In The World",0.0592373195112921,0.023679814288930054,170
101,Louis C.K. On How Ridiculous White Privileges Have Gotten,0.050853889943074,0.02877130798641147,170
102,NSFW: Louis C.K. On How Ridiculous White Privileges Have Gotten,0.0549155145929339,0.030935920164083565,170
103,14 Things That Are Scarier Than Putting A Needle In Your Arm,0.0147427854454203,0.010270274602249002,171
104,Think Needles Are Scary?  I Can Think Of Exactly 14 Things That Are Scarier.,0.0113601473748848,0.01004915830452981,171
105,Think Needles Are Scary?  I Can Think Of A Few Things That Are Scarier.,0.0106934543097861,0.008361691821935968,171
106,A Few Things That Are Scarier Than Putting A Needle In Your Arm,0.0159362549800796,0.01037792332613861,171
107,The Piece Of U.S. Currency That's Actually Worth Less Than Nothing ,0.0148854961832061,0.013096053604351187,182
108,"I'm No Economist, But Shouldn't Our Money Be Worth More Than It Costs To Mint? ",0.0063622754491017,0.0035407746466635664,182
109,Setting A Pile Of Money On Fire Makes More Economic Sense Than Continuing To Mint The Penny ,0.0056095736724008,0.009004674740303621,182
110,Why Continuing To Mint The Penny Is Like Paying Someone To Steal Your Wallet,0.0082912761355443,0.006141800569834072,182
111,This Movie Might Leave You Hungry To Do More,0.0113224637681159,0.009193787363352931,185
112,"When People Are Hungry, They Die. Can We Get 50 Million Americans Off Death Row, Please?",0.0078982009653356,0.00727647630812993,185
113,America's Old Nemesis Rears Its Ugly Head,0.0257826887661141,0.016787386535025213,186
114,This Movie Will Leave You Hungry To Do More,0.0208522212148685,0.009929871880760246,186
115,"When People Are Hungry, They Die. Can We Get 50 Million Americans Off Death Row, Please?",0.0181983621474067,0.00727647630812993,186
116,43 Seconds For The End Of The Plastic Bottle,0.0083565459610027,0.008937757965993866,189
117,"They May Be Convenient, But Can Plastic Bottles Make A Song As Catchy As This?",0.0077601410934744,0.009749487532620903,189
118,What Would It Take For You To Never Use A Plastic Bottle Again?,0.0121739130434782,0.010712507197687387,189
119,Hopefully This Video Won't Make Any Sense In The Future — Not That It Makes Much Sense Now,0.007052186177715,0.009147236563833101,189
120,I Can't Believe What Gay Marriage Did To This Little Girl,0.0259786476868327,0.022772073698293364,200
121,This Is What Happens To Straight Kids When Gay Parents Get Married?,0.0297537619699042,0.019170205585446513,200
122,This Is What Happens When You Let Gay People Get Married?!,0.0238179879132598,0.013631024120707984,201
123,You Will Not Believe What I Heard Gay Marriage Is Going To Do To Straight People,0.013950073421439,0.016736471598050397,201
124,A Pill That Makes Racists Less Racist?!?,0.0061626951520131,0.016787386535025213,209
125,Could This New Pill Make People Stop Being Racist Assholes?,0.0068551842330762,0.014660233203841726,209
126,"If Science Actually Invents This Pill, Gay Marriage Would Be Completely Legalized Overnight",0.0131971051511281,0.027549349499015927,209
127,Take Two Of These And Call Me When You're Less Racist,0.0161427357689039,0.014456391616881847,209
128,A Pill That Makes Racist People Less Racist?!?,0.0077330077330077,0.018943270437787343,209
129,"I'm Not Crying, There's Just A Beautifully Tragic Gay WWII Soldiers' Love Story In My Eye",0.020674378538026,0.014615137116806893,217
130,"If You Think Gay Soldiers Haven't Been In The Army, Like, FOREVER, You Clearly Haven't Seen This",0.0194725166379097,0.02171886185915721,217
131,A Bunch Of People Decided To Fight Hate With Beautiful Art,0.0039875941515285,0.002894882303325925,219
132,Here’s The Ad That Muslims Across America Wish You Would See,0.0173410404624277,0.01871924471509816,219
133,Here's A Beautiful Response To Bigotry And Hatred,0.0129032258064516,0.014582042407773263,219
134,What If The Answer To Ending Bigotry Was Just Talking Back,0.0051241623965313,0.008489706520615502,219
135,America's $4 Billion Embarrassment,0.0092226613965744,0.009915324755910298,222
136,This Really Offends Me About Child Offenders,0.0136339800734137,0.015003181672179225,222
137,"Where Will These 2,570 Kids All Spend Their 50th Birthday?",0.0060706401766004,0.011509689639464478,222
138,One Of The Most Unique Attempts At Suicide Prevention Is Also Totally Beautiful,0.0275913497390007,0.009830951431780605,223
139,Failure Has Never Looked So Absolutely Beautiful,0.0204293628808864,0.012949127643366724,223
140,These People Did Not Plan On Being Here Today. So Why Are They?,0.0119091924078898,0.008248224248106383,223
141,These People Once Tried To Do Something Awful. I'm So Glad They Didn't.,0.0141715116279069,0.01348955333154225,223
142,Can We Stop Acting Like Total Jackasses Around Introverted People?,0.0133495145631067,0.014439298745183158,248
143,Remember Those Troubled Kids In School? Turns Out They Weren't Actually Troubled.,0.0271095838106147,0.011880641323138125,248
144,Teamwork And Leadership Are Overrated — There Is Definitely An 'I' In 'Team',0.0043002345582486,0.007125186209690482,248
145,Why Being Antisocial May Save Humanity From Inevitable Doom,0.0140321914981427,0.014783883765066275,248
146,"This Ted Talk Could Lead The World To Harmony. Oddly, It Was Probably The Hardest One To Deliver.",0.0229689493832411,0.0053271615782370454,248
147,Jessica Biel Comes Out Of The Bathroom Closet,0.0321828358208955,0.025210171823144466,255
148,I Can Promise You That You Have Never Heard Jessica Biel Say This EVER,0.0208427729950158,0.036172885110064446,255
149,This Is What It Looks Like When Jessica Biel Doesn't Go To The Bathroom,0.0140973169622555,0.023621625789530268,255
150,Jessica Biel Goes To Bathroom. Just Kidding. She Wouldn't Do That.,0.0114155251141552,0.0610892005530535,255
151,I Don't Usually Share Stories About Jessica Biel And Toilets. Yet Here We Are.,0.0183988065638985,0.024861040826745742,255
152,"If This Is What Rich People Do With Their Money, I'm Going To Throw Up",0.0206794682422452,0.019644441855554785,261
153,Killing An Elephant To Make A Trinket Is Beyond Stupid,0.0067567567567567,0.007160099309330355,261
154,"If This Is What Rich People Do With Their Money, I'm Going To Throw Up",0.0448480355819125,0.019644441855554785,261
155,It's Disgusting What People Consider Beautiful Nowadays,0.0550974512743628,0.018666875065638352,261
156,Native American Single-Handedly Shuts Down Anti-Immigrant Protest,0.0441722345953971,0.017805685274521494,267
157,WATCH: Native American Single-Handedly Shuts Down Anti-Immigrant Protest,0.0423664122137404,0.026909276005618266,267
158,WATCH: That Awkward Moment When Anti-Immigrant Protesters Realize They're Illegal Too ,0.0490266762797404,0.02806140829373406,267
159,That Awkward Moment When Anti-Immigrant Protesters Realize They're Illegal Too ,0.0350877192982456,0.02369145198881001,267
160,Why You Shouldn't Let Sexist Teenage Boys Run Your Women's Hygiene Campaign,0.0392690513219284,0.020712200819540887,274
161,This Is Why Women's Hygiene Companies Shouldn't Let Teen Boys Run Their Marketing Teams,0.0497131931166348,0.022859356447393047,274
162,"Playtex Runs Ads Targeting Middle School Boys, Because, Ya Know, Dudes Need Tampons?",0.0313306302985624,0.02082857781834046,274
163,The Cutest Way EVER To Tell Someone They Should Be Ashamed Of Having Sexual Organs,0.0524528301886792,0.02232984110285498,274
